,datadate,prccddiv
1959,2007-10-18,2408.464298
1960,2007-10-19,2346.77534
1961,2007-10-22,2355.737333
1962,2007-10-23,2376.474857
1963,2007-10-24,2370.707867
1964,2007-10-25,2368.429123
1965,2007-10-26,2401.07412
1966,2007-10-29,2410.331722
1967,2007-10-30,2394.810108
1968,2007-10-31,2423.669421
1969,2007-11-01,2360.208145
1970,2007-11-02,2362.209948
1971,2007-11-05,2350.692365
1972,2007-11-06,2379.051585
1973,2007-11-07,2310.411803
1974,2007-11-08,2309.183835
1975,2007-11-09,2276.258995
1976,2007-11-12,2253.531334
1977,2007-11-13,2319.856013
1978,2007-11-14,2304.057268
1979,2007-11-15,2273.725836
1980,2007-11-16,2285.672469
1981,2007-11-19,2245.814483
1982,2007-11-20,2256.015173
1983,2007-11-21,2220.206688
1984,2007-11-23,2257.953716
1985,2007-11-26,2205.485565
1986,2007-11-27,2238.519244
1987,2007-11-28,2303.169309
1988,2007-11-29,2304.425665
1989,2007-11-30,2322.344067
1990,2007-12-03,2308.73937
1991,2007-12-04,2293.65448
1992,2007-12-05,2329.713695
1993,2007-12-06,2364.973491
1994,2007-12-07,2360.786668
1995,2007-12-10,2378.602544
1996,2007-12-11,2318.514708
1997,2007-12-12,2332.850673
1998,2007-12-13,2335.791293
1999,2007-12-14,2303.788053
2000,2007-12-17,2269.238014
2001,2007-12-18,2283.498726
2002,2007-12-19,2280.469132
2003,2007-12-20,2292.23397
2004,2007-12-21,2330.811852
2005,2007-12-24,2349.662655
2006,2007-12-26,2351.601634
2007,2007-12-27,2318.722847
2008,2007-12-28,2322.108481
2009,2007-12-31,2306.232497
2010,2008-01-02,2273.405795
2011,2008-01-03,2273.413863
2012,2008-01-04,2217.591649
2013,2008-01-07,2224.760799
2014,2008-01-08,2184.666512
2015,2008-01-09,2214.602063
2016,2008-01-10,2232.244964
2017,2008-01-11,2202.026674
2018,2008-01-14,2225.975792
2019,2008-01-15,2170.510543
2020,2008-01-16,2158.575122
2021,2008-01-17,2095.861156
2022,2008-01-18,2083.236895
2023,2008-01-22,2060.149324
2024,2008-01-23,2104.373547
2025,2008-01-24,2125.604631
2026,2008-01-25,2091.884143
2027,2008-01-28,2128.638403
2028,2008-01-29,2141.850121
2029,2008-01-30,2131.784718
2030,2008-01-31,2167.900916
2031,2008-02-01,2194.427311
2032,2008-02-04,2171.514238
2033,2008-02-05,2102.233931
2034,2008-02-06,2087.049892
2035,2008-02-07,2104.020674
2036,2008-02-08,2095.211863
2037,2008-02-11,2107.652917
2038,2008-02-12,2123.059595
2039,2008-02-13,2152.763886
2040,2008-02-14,2123.940659
2041,2008-02-15,2125.854053
2042,2008-02-19,2124.118873
2043,2008-02-20,2141.953833
2044,2008-02-21,2115.125928
2045,2008-02-22,2132.021194
2046,2008-02-25,2161.511585
2047,2008-02-26,2176.475914
2048,2008-02-27,2175.001337
2049,2008-02-28,2155.80529
2050,2008-02-29,2097.475002
2051,2008-03-03,2098.638595
2052,2008-03-04,2091.42234
2053,2008-03-05,2103.421733
2054,2008-03-06,2057.442004
2055,2008-03-07,2040.1742
2056,2008-03-10,2008.712462
2057,2008-03-11,2083.363019
2058,2008-03-12,2065.210233
2059,2008-03-13,2075.883295
2060,2008-03-14,2032.785313
2061,2008-03-17,2014.875627
2062,2008-03-18,2100.377419
2063,2008-03-19,2049.39505
2064,2008-03-20,2098.462759
2065,2008-03-24,2130.622584
2066,2008-03-25,2135.541591
2067,2008-03-26,2116.925096
2068,2008-03-27,2093.110752
2069,2008-03-28,2076.55583
2070,2008-03-31,2088.418214
2071,2008-04-01,2163.383262
2072,2008-04-02,2159.632965
2073,2008-04-03,2162.457977
2074,2008-04-04,2164.211256
2075,2008-04-07,2167.605423
2076,2008-04-08,2157.278819
2077,2008-04-09,2139.993053
2078,2008-04-10,2149.66932
2079,2008-04-11,2106.013157
2080,2008-04-14,2098.915129
2081,2008-04-15,2108.590719
2082,2008-04-16,2156.672907
2083,2008-04-17,2158.076555
2084,2008-04-18,2197.235463
2085,2008-04-21,2193.872112
2086,2008-04-22,2174.590136
2087,2008-04-23,2180.909853
2088,2008-04-24,2194.963661
2089,2008-04-25,2209.251261
2090,2008-04-28,2207.017021
2091,2008-04-29,2198.49766
2092,2008-04-30,2190.130729
2093,2008-05-01,2228.092587
2094,2008-05-02,2235.298993
2095,2008-05-05,2225.368209
2096,2008-05-06,2242.473374
2097,2008-05-07,2202.769864
2098,2008-05-08,2210.951583
2099,2008-05-09,2196.537274
2100,2008-05-12,2220.811196
2101,2008-05-13,2220.461878
2102,2008-05-14,2229.744355
2103,2008-05-15,2253.763246
2104,2008-05-16,2256.634838
2105,2008-05-19,2258.740242
2106,2008-05-20,2237.786835
2107,2008-05-21,2202.020514
2108,2008-05-22,2208.197865
2109,2008-05-23,2179.053726
2110,2008-05-27,2193.977843
2111,2008-05-28,2203.102211
2112,2008-05-29,2215.117182
2113,2008-05-30,2218.498595
2114,2008-06-02,2195.268764
2115,2008-06-03,2182.646095
2116,2008-06-04,2183.009514
2117,2008-06-05,2225.742182
2118,2008-06-06,2157.236288
2119,2008-06-09,2159.028339
2120,2008-06-10,2153.769278
2121,2008-06-11,2117.837027
2122,2008-06-12,2124.936956
2123,2008-06-13,2156.960695
2124,2008-06-16,2157.139589
2125,2008-06-17,2142.55152
2126,2008-06-18,2121.776417
2127,2008-06-19,2130.302678
2128,2008-06-20,2090.814802
2129,2008-06-23,2090.935519
2130,2008-06-24,2085.07689
2131,2008-06-25,2097.364726
2132,2008-06-26,2036.400556
2133,2008-06-27,2028.89093
2134,2008-06-30,2031.471265
2135,2008-07-01,2039.655621
2136,2008-07-02,2002.643023
2137,2008-07-03,2004.867375
2138,2008-07-07,1988.088689
2139,2008-07-08,2022.82636
2140,2008-07-09,1976.965205
2141,2008-07-10,1990.783206
2142,2008-07-11,1968.863053
2143,2008-07-14,1951.084322
2144,2008-07-15,1929.846876
2145,2008-07-16,1978.469202
2146,2008-07-17,2002.303721
2147,2008-07-18,2002.883925
2148,2008-07-21,2001.855265
2149,2008-07-22,2028.905401
2150,2008-07-23,2037.150853
2151,2008-07-24,1990.086117
2152,2008-07-25,1998.405918
2153,2008-07-28,1961.230529
2154,2008-07-29,2007.213028
2155,2008-07-30,2040.807342
2156,2008-07-31,2014.39439
2157,2008-08-01,2003.161894
2158,2008-08-04,1985.232895
2159,2008-08-05,2042.444147
2160,2008-08-06,2050.229143
2161,2008-08-07,2013.655127
2162,2008-08-08,2061.772783
2163,2008-08-11,2076.590648
2164,2008-08-12,2051.662065
2165,2008-08-13,2046.347289
2166,2008-08-14,2057.721849
2167,2008-08-15,2066.355811
2168,2008-08-18,2035.298544
2169,2008-08-19,2016.517037
2170,2008-08-20,2029.151015
2171,2008-08-21,2034.34699
2172,2008-08-22,2057.637898
2173,2008-08-25,2017.266854
2174,2008-08-26,2024.724064
2175,2008-08-27,2041.237274
2176,2008-08-28,2071.861789
2177,2008-08-29,2043.531949
2178,2008-09-02,2035.237355
2179,2008-09-03,2032.127176
2180,2008-09-04,1971.369383
2181,2008-09-05,1980.183124
2182,2008-09-08,2021.128908
2183,2008-09-09,1952.137532
2184,2008-09-10,1964.248347
2185,2008-09-11,1992.00123
2186,2008-09-12,1996.254577
2187,2008-09-15,1902.17398
2188,2008-09-16,1935.489523
2189,2008-09-17,1844.306071
2190,2008-09-18,1924.849547
2191,2008-09-19,2002.321684
2192,2008-09-22,1925.85477
2193,2008-09-23,1895.781158
2194,2008-09-24,1892.050965
2195,2008-09-25,1929.244104
2196,2008-09-26,1935.78674
2197,2008-09-29,1765.723494
2198,2008-09-30,1861.438294
2199,2008-10-01,1853.263755
2200,2008-10-02,1778.896613
2201,2008-10-03,1754.906889
2202,2008-10-06,1687.335127
2203,2008-10-07,1590.512914
2204,2008-10-08,1573.342051
2205,2008-10-09,1453.518574
2206,2008-10-10,1436.562099
2207,2008-10-13,1602.928167
2208,2008-10-14,1594.414007
2209,2008-10-15,1450.504355
2210,2008-10-16,1512.206341
2211,2008-10-17,1502.837672
2212,2008-10-20,1574.499817
2213,2008-10-21,1526.019556
2214,2008-10-22,1433.221426
2215,2008-10-23,1451.373455
2216,2008-10-24,1401.290642
2217,2008-10-27,1356.779971
2218,2008-10-28,1503.158344
2219,2008-10-29,1486.727706
2220,2008-10-30,1525.365386
2221,2008-10-31,1548.813601
2222,2008-11-03,1544.913328
2223,2008-11-04,1607.996713
2224,2008-11-05,1524.214125
2225,2008-11-06,1448.00893
2226,2008-11-07,1490.307058
2227,2008-11-10,1471.642116
2228,2008-11-11,1439.216107
2229,2008-11-12,1365.148756
2230,2008-11-13,1459.817362
2231,2008-11-14,1399.195519
2232,2008-11-17,1363.137309
2233,2008-11-18,1376.814572
2234,2008-11-19,1292.755941
2235,2008-11-20,1206.038832
2236,2008-11-21,1282.589952
2237,2008-11-24,1365.634111
2238,2008-11-25,1374.789133
2239,2008-11-26,1423.904388
2240,2008-11-28,1437.679172
2241,2008-12-01,1309.39204
2242,2008-12-02,1361.788794
2243,2008-12-03,1397.716377
2244,2008-12-04,1356.812144
2245,2008-12-05,1406.362946
2246,2008-12-08,1460.602751
2247,2008-12-09,1426.880037
2248,2008-12-10,1443.999781
2249,2008-12-11,1403.196398
2250,2008-12-12,1413.070986
2251,2008-12-15,1395.210619
2252,2008-12-16,1466.874439
2253,2008-12-17,1452.875573
2254,2008-12-18,1422.185901
2255,2008-12-19,1426.3876
2256,2008-12-22,1400.417327
2257,2008-12-23,1387.07858
2258,2008-12-24,1395.755108
2259,2008-12-26,1403.22269
2260,2008-12-29,1398.251238
2261,2008-12-30,1432.652006
2262,2008-12-31,1452.976473
2263,2009-01-02,1499.166101
2264,2009-01-05,1492.206895
2265,2009-01-06,1503.866195
2266,2009-01-07,1459.577713
2267,2009-01-08,1464.601459
2268,2009-01-09,1433.412088
2269,2009-01-12,1401.068985
2270,2009-01-13,1403.627212
2271,2009-01-14,1356.788539
2272,2009-01-15,1358.640413
2273,2009-01-16,1368.918565
2274,2009-01-20,1296.632764
2275,2009-01-21,1353.327587
2276,2009-01-22,1332.840286
2277,2009-01-23,1340.018209
2278,2009-01-26,1347.467479
2279,2009-01-27,1362.184187
2280,2009-01-28,1408.072092
2281,2009-01-29,1361.535417
2282,2009-01-30,1330.510273
2283,2009-02-02,1329.812819
2284,2009-02-03,1350.88481
2285,2009-02-04,1341.765401
2286,2009-02-05,1363.81556
2287,2009-02-06,1401.061373
2288,2009-02-09,1403.194058
2289,2009-02-10,1334.303291
2290,2009-02-11,1345.500182
2291,2009-02-12,1348.150747
2292,2009-02-13,1334.832485
2293,2009-02-17,1274.256403
2294,2009-02-18,1273.294125
2295,2009-02-19,1258.816808
2296,2009-02-20,1244.717039
2297,2009-02-23,1201.560919
2298,2009-02-24,1249.760042
2299,2009-02-25,1236.742412
2300,2009-02-26,1217.490869
2301,2009-02-27,1188.840509
2302,2009-03-02,1133.431109
2303,2009-03-03,1126.176248
2304,2009-03-04,1153.349507
2305,2009-03-05,1104.375861
2306,2009-03-06,1105.997799
2307,2009-03-09,1095.035793
2308,2009-03-10,1164.830754
2309,2009-03-11,1168.073614
2310,2009-03-12,1215.868711
2311,2009-03-13,1225.315656
2312,2009-03-16,1221.03323
2313,2009-03-17,1260.291146
2314,2009-03-18,1286.621527
2315,2009-03-19,1269.925027
2316,2009-03-20,1244.854764
2317,2009-03-23,1333.207125
2318,2009-03-24,1306.028487
2319,2009-03-25,1318.61055
2320,2009-03-26,1349.373225
2321,2009-03-27,1322.186734
2322,2009-03-30,1276.224563
2323,2009-03-31,1292.977215
2324,2009-04-01,1314.631131
2325,2009-04-02,1352.474078
2326,2009-04-03,1365.662652
2327,2009-04-06,1354.359887
2328,2009-04-07,1322.912395
2329,2009-04-08,1338.532445
2330,2009-04-09,1389.486679
2331,2009-04-13,1393.125439
2332,2009-04-14,1365.20394
2333,2009-04-15,1382.357771
2334,2009-04-16,1403.885205
2335,2009-04-17,1410.851696
2336,2009-04-20,1350.52139
2337,2009-04-21,1379.21684
2338,2009-04-22,1368.916296
2339,2009-04-23,1382.518506
2340,2009-04-24,1405.73692
2341,2009-04-27,1391.579962
2342,2009-04-28,1387.823878
2343,2009-04-29,1417.989485
2344,2009-04-30,1416.727302
2345,2009-05-01,1424.408091
2346,2009-05-04,1472.641179
2347,2009-05-05,1467.248097
2348,2009-05-06,1493.307044
2349,2009-05-07,1473.663765
2350,2009-05-08,1509.138276
2351,2009-05-11,1477.203204
2352,2009-05-12,1475.825587
2353,2009-05-13,1436.744637
2354,2009-05-14,1451.790655
2355,2009-05-15,1435.482151
2356,2009-05-18,1479.240232
2357,2009-05-19,1476.936898
2358,2009-05-20,1469.47338
2359,2009-05-21,1445.278698
2360,2009-05-22,1443.142918
2361,2009-05-26,1481.1044
2362,2009-05-27,1453.280595
2363,2009-05-28,1475.937737
2364,2009-05-29,1495.969028
2365,2009-06-01,1534.652566
2366,2009-06-02,1537.693515
2367,2009-06-03,1516.876056
2368,2009-06-04,1534.591178
2369,2009-06-05,1530.816884
2370,2009-06-08,1529.588238
2371,2009-06-09,1535.032391
2372,2009-06-10,1529.758117
2373,2009-06-11,1539.502103
2374,2009-06-12,1541.698177
2375,2009-06-15,1505.062389
2376,2009-06-16,1485.919194
2377,2009-06-17,1483.895336
2378,2009-06-18,1496.590232
2379,2009-06-19,1501.245188
2380,2009-06-22,1455.540625
2381,2009-06-23,1458.919354
2382,2009-06-24,1468.479485
2383,2009-06-25,1499.975299
2384,2009-06-26,1498.081318
2385,2009-06-29,1511.703818
2386,2009-06-30,1498.936478
2387,2009-07-01,1505.639442
2388,2009-07-02,1461.798101
2389,2009-07-06,1465.583469
2390,2009-07-07,1436.74284
2391,2009-07-08,1435.199399
2392,2009-07-09,1440.302729
2393,2009-07-10,1434.503732
2394,2009-07-13,1470.426852
2395,2009-07-14,1478.236223
2396,2009-07-15,1522.087889
2397,2009-07-16,1535.303678
2398,2009-07-17,1534.703532
2399,2009-07-20,1552.25678
2400,2009-07-21,1557.908997
2401,2009-07-22,1557.366009
2402,2009-07-23,1593.650209
2403,2009-07-24,1598.500819
2404,2009-07-27,1603.257464
2405,2009-07-28,1599.08993
2406,2009-07-29,1591.995452
2407,2009-07-30,1611.135135
2408,2009-07-31,1612.312013
2409,2009-08-03,1637.055321
2410,2009-08-04,1642.031449
2411,2009-08-05,1637.806752
2412,2009-08-06,1628.818549
2413,2009-08-07,1650.729238
2414,2009-08-10,1645.257654
2415,2009-08-11,1624.908042
2416,2009-08-12,1644.229209
2417,2009-08-13,1655.656019
2418,2009-08-14,1641.543529
2419,2009-08-17,1602.061002
2420,2009-08-18,1618.596636
2421,2009-08-19,1629.917013
2422,2009-08-20,1647.852559
2423,2009-08-21,1678.836382
2424,2009-08-24,1677.943309
2425,2009-08-25,1681.924425
2426,2009-08-26,1682.294315
2427,2009-08-27,1687.164437
2428,2009-08-28,1684.049989
2429,2009-08-31,1670.523321
2430,2009-09-01,1633.632571
2431,2009-09-02,1628.660719
2432,2009-09-03,1642.679909
2433,2009-09-04,1664.336421
2434,2009-09-08,1679.323132
2435,2009-09-09,1692.480288
2436,2009-09-10,1710.135916
2437,2009-09-11,1708.186978
2438,2009-09-14,1719.044334
2439,2009-09-15,1724.447592
2440,2009-09-16,1750.913749
2441,2009-09-17,1745.79807
2442,2009-09-18,1750.426855
2443,2009-09-21,1744.469833
2444,2009-09-22,1755.99325
2445,2009-09-23,1738.315521
2446,2009-09-24,1722.019095
2447,2009-09-25,1711.531237
2448,2009-09-28,1742.317437
2449,2009-09-29,1738.476097
2450,2009-09-30,1732.859115
2451,2009-10-01,1688.235718
2452,2009-10-02,1680.704672
2453,2009-10-05,1705.73287
2454,2009-10-06,1729.143713
2455,2009-10-07,1734.744286
2456,2009-10-08,1747.704349
2457,2009-10-09,1757.603811
2458,2009-10-12,1765.312614
2459,2009-10-13,1760.510284
2460,2009-10-14,1791.470329
2461,2009-10-15,1798.91094
2462,2009-10-16,1784.350675
2463,2009-10-19,1801.124938
2464,2009-10-20,1789.928362
2465,2009-10-21,1774.334177
2466,2009-10-22,1793.337046
2467,2009-10-23,1771.502235
2468,2009-10-26,1750.754327
2469,2009-10-27,1744.953294
2470,2009-10-28,1711.087253
2471,2009-10-29,1749.763027
2472,2009-10-30,1700.66767
2473,2009-11-02,1711.651945
2474,2009-11-03,1715.812135
2475,2009-11-04,1718.20601
2476,2009-11-05,1751.445225
2477,2009-11-06,1756.066932
2478,2009-11-09,1795.558294
2479,2009-11-10,1795.902537
2480,2009-11-11,1804.928308
2481,2009-11-12,1786.661133
2482,2009-11-13,1796.93131
2483,2009-11-16,1823.291253
2484,2009-11-17,1825.184446
2485,2009-11-18,1824.608694
2486,2009-11-19,1800.11655
2487,2009-11-20,1794.645403
2488,2009-11-23,1819.173363
2489,2009-11-24,1818.314838
2490,2009-11-25,1826.741601
2491,2009-11-27,1795.695495
2492,2009-11-30,1802.67966
2493,2009-12-01,1824.540473
2494,2009-12-02,1825.398072
2495,2009-12-03,1810.12599
2496,2009-12-04,1820.106986
2497,2009-12-07,1815.69725
2498,2009-12-08,1797.306245
2499,2009-12-09,1804.098841
2500,2009-12-10,1814.813617
2501,2009-12-11,1821.803378
2502,2009-12-14,1834.552826
2503,2009-12-15,1824.366205
2504,2009-12-16,1826.451695
2505,2009-12-17,1804.960585
2506,2009-12-18,1815.495359
2507,2009-12-21,1834.593885
2508,2009-12-22,1841.174619
2509,2009-12-23,1845.804274
2510,2009-12-24,1855.500929
2511,2009-12-28,1857.888322
2512,2009-12-29,1855.609504
2513,2009-12-30,1856.141219
2514,2009-12-31,1837.499302
2515,2010-01-04,1867.063276
2516,2010-01-05,1872.896322
2517,2010-01-06,1874.729503
2518,2010-01-07,1882.344428
2519,2010-01-08,1887.76566
2520,2010-01-11,1891.056388
2521,2010-01-12,1873.319687
2522,2010-01-13,1889.0953
2523,2010-01-14,1893.723062
2524,2010-01-15,1873.297002
2525,2010-01-19,1896.7180573343596
2526,2010-01-20,1876.8980928070876
2527,2010-01-21,1841.3863493284555
2528,2010-01-22,1800.6123789954754
2529,2010-01-25,1808.9299481624569
2530,2010-01-26,1801.3437239237103
2531,2010-01-27,1810.2104863487923
2532,2010-01-28,1788.9722585336642
2533,2010-01-29,1771.3976171010265
2534,2010-02-01,1796.6682108479008
2535,2010-02-02,1819.9907254245668
2536,2010-02-03,1810.636004721663
2537,2010-02-04,1754.2971093313759
2538,2010-02-05,1759.381399812617
2539,2010-02-08,1744.3727137546855
2540,2010-02-09,1767.1787357130734
2541,2010-02-10,1763.6906966049266
2542,2010-02-11,1781.0088078050917
2543,2010-02-12,1776.5021981047055
2544,2010-02-16,1808.7249360219917
2545,2010-02-17,1816.7019143947903
2546,2010-02-18,1828.8105110145855
2547,2010-02-19,1833.0909314937355
2548,2010-02-22,1831.205298836333
2549,2010-02-23,1809.0537211010053
2550,2010-02-24,1826.9850986770703
2551,2010-02-25,1823.6392135744763
2552,2010-02-26,1826.2704665492765
2553,2010-03-01,1844.871497089029
2554,2010-03-02,1849.1681124720592
2555,2010-03-03,1850.2418753375403
2556,2010-03-04,1857.2043678964621
2557,2010-03-05,1883.280415441609
2558,2010-03-08,1883.2868931412493
2559,2010-03-09,1886.602826422806
2560,2010-03-10,1895.3841017839093
2561,2010-03-11,1903.683459545608
2562,2010-03-12,1903.286680088778
2563,2010-03-15,1904.1867535289327
2564,2010-03-16,1919.0234031607067
2565,2010-03-17,1930.2196202293337
2566,2010-03-18,1929.6267201590397
2567,2010-03-19,1919.802315799557
2568,2010-03-22,1929.635738606516
2569,2010-03-23,1943.700717646687
2570,2010-03-24,1933.0404795332286
2571,2010-03-25,1929.745998604236
2572,2010-03-26,1931.1798024058855
2573,2010-03-29,1942.5066876617839
2574,2010-03-30,1942.8142703229378
2575,2010-03-31,1936.4766105691833
2576,2010-04-01,1950.907356550251
2577,2010-04-05,1966.440094372447
2578,2010-04-06,1969.7552350336969
2579,2010-04-07,1959.041012306819
2580,2010-04-08,1965.7205985950914
2581,2010-04-09,1978.8633493698492
2582,2010-04-12,1982.3960453051916
2583,2010-04-13,1983.905552993894
2584,2010-04-14,2006.056400226356
2585,2010-04-15,2007.7405343457285
2586,2010-04-16,1975.3639557842077
2587,2010-04-19,1984.3183913025218
2588,2010-04-20,2000.3284763333247
2589,2010-04-21,1998.312946595074
2590,2010-04-22,2002.9320856854042
2591,2010-04-23,2017.1933482682027
2592,2010-04-26,2008.5532405909487
2593,2010-04-27,1961.59805791354
2594,2010-04-28,1974.6289406859908
2595,2010-04-29,2000.3447858011136
2596,2010-04-30,1967.0491268999733
2597,2010-05-03,1992.873319330871
2598,2010-05-04,1945.37218436103
2599,2010-05-05,1933.2511727556805
2600,2010-05-06,1870.9492997180816
2601,2010-05-07,1842.320212421769
2602,2010-05-10,1923.3899944366544
2603,2010-05-11,1917.2486958893878
2604,2010-05-12,1944.2530816235842
2605,2010-05-13,1920.7617402092692
2606,2010-05-14,1884.6655809860258
2607,2010-05-17,1887.1129396627578
2608,2010-05-18,1860.6469336852654
2609,2010-05-19,1851.2823203690364
2610,2010-05-20,1779.3005309482974
2611,2010-05-21,1806.0493717380002
2612,2010-05-24,1782.7662691154403
2613,2010-05-25,1783.3979597974335
2614,2010-05-26,1773.6472713464789
2615,2010-05-27,1832.6071041165237
2616,2010-05-28,1809.9787225097953
2617,2010-06-01,1778.9904754692657
2618,2010-06-02,1825.2527684436136
2619,2010-06-03,1832.7249982135918
2620,2010-06-04,1769.716232357548
2621,2010-06-07,1745.872261090282
2622,2010-06-08,1765.2885165271975
2623,2010-06-09,1754.908354562417
2624,2010-06-10,1806.6938630848617
2625,2010-06-11,1815.2598484320558
2626,2010-06-14,1812.0217916554918
2627,2010-06-15,1854.610626477566
2628,2010-06-16,1853.6236520591112
2629,2010-06-17,1856.2462044679353
2630,2010-06-18,1858.703074831353
2631,2010-06-21,1851.5466996243433
2632,2010-06-22,1822.0481541016
2633,2010-06-23,1816.6473345075726
2634,2010-06-24,1786.1301105194327
2635,2010-06-25,1791.2442194988987
2636,2010-06-28,1787.940321727462
2637,2010-06-29,1732.5531733856112
2638,2010-06-30,1715.229538621643
2639,2010-07-01,1709.7707546632546
2640,2010-07-02,1701.8570151328133
2641,2010-07-06,1710.9730981202883
2642,2010-07-07,1765.4241749167907
2643,2010-07-08,1782.0963721618568
2644,2010-07-09,1794.9381926203966
2645,2010-07-12,1796.2984444004642
2646,2010-07-13,1824.072637798751
2647,2010-07-14,1823.8237559186348
2648,2010-07-15,1825.9963582839791
2649,2010-07-16,1773.4253040154595
2650,2010-07-19,1784.0642942763425
2651,2010-07-20,1804.4764793031643
2652,2010-07-21,1781.5980649973528
2653,2010-07-22,1821.7599460935462
2654,2010-07-23,1836.7514663707896
2655,2010-07-26,1857.3395118219719
2656,2010-07-27,1855.389224801915
2657,2010-07-28,1842.6565754291323
2658,2010-07-29,1835.292645618141
2659,2010-07-30,1835.403732770205
2660,2010-08-02,1875.8450071296659
2661,2010-08-03,1866.8681557742784
2662,2010-08-04,1878.8120464357917
2663,2010-08-05,1876.5119581704364
2664,2010-08-06,1869.7675237590215
2665,2010-08-09,1880.0559571833887
2666,2010-08-10,1868.87998714614
2667,2010-08-11,1817.1264733680225
2668,2010-08-12,1807.6055197452483
2669,2010-08-13,1800.3875748262506
2670,2010-08-16,1800.7001053717572
2671,2010-08-17,1823.182785937829
2672,2010-08-18,1826.1420592922245
2673,2010-08-19,1795.2435999835186
2674,2010-08-20,1788.6717828127616
2675,2010-08-23,1781.4705198369506
2676,2010-08-24,1755.6485888225372
2677,2010-08-25,1761.6214368420174
2678,2010-08-26,1748.136514631064
2679,2010-08-27,1777.6001033839195
2680,2010-08-30,1751.7934365565188
2681,2010-08-31,1752.5458831308551
2682,2010-09-01,1804.4554603585873
2683,2010-09-02,1820.978974257117
2684,2010-09-03,1845.103523969449
2685,2010-09-07,1824.0474476721304
2686,2010-09-08,1836.2063060901685
2687,2010-09-09,1845.094370408046
2688,2010-09-10,1854.1049288613656
2689,2010-09-13,1875.4057284645842
2690,2010-09-14,1874.07121301633
2691,2010-09-15,1880.7427359880407
2692,2010-09-16,1880.3684076759853
2693,2010-09-17,1881.9287974591978
2694,2010-09-20,1910.600061247856
2695,2010-09-21,1905.7361244917956
2696,2010-09-22,1896.7718449033628
2697,2010-09-23,1880.9717871346984
2698,2010-09-24,1920.8426591813563
2699,2010-09-27,1909.9799032638623
2700,2010-09-28,1919.5852012906187
2701,2010-09-29,1914.8377913664788
2702,2010-09-30,1908.9513397936637
2703,2010-10-01,1917.4223419092812
2704,2010-10-04,1902.1486961556932
2705,2010-10-05,1941.8186156845297
2706,2010-10-06,1941.5022897644442
2707,2010-10-07,1938.3074912484542
2708,2010-10-08,1950.1801164469996
2709,2010-10-11,1950.467537705529
2710,2010-10-12,1957.9220099426598
2711,2010-10-13,1972.076130255633
2712,2010-10-14,1964.897230464666
2713,2010-10-15,1968.8724403965487
2714,2010-10-18,1983.1683133959552
2715,2010-10-19,1951.6707451227815
2716,2010-10-20,1972.5115498549449
2717,2010-10-21,1976.1231592499619
2718,2010-10-22,1980.8316335971351
2719,2010-10-25,1985.1051163478926
2720,2010-10-26,1985.1309331170705
2721,2010-10-27,1980.0525598124955
2722,2010-10-28,1982.453424849677
2723,2010-10-29,1981.5853268463284
2724,2010-11-01,1983.4727405387623
2725,2010-11-02,1998.8611920261967
2726,2010-11-03,2006.582439621676
2727,2010-11-04,2045.6176275507369
2728,2010-11-05,2053.7706329030125
2729,2010-11-08,2049.6924560070047
2730,2010-11-09,2033.847006534704
2731,2010-11-10,2043.1573467406508
2732,2010-11-11,2034.484511957746
2733,2010-11-12,2010.5685552521584
2734,2010-11-15,2008.2474748812538
2735,2010-11-16,1976.2555413663013
2736,2010-11-17,1976.999390794913
2737,2010-11-18,2007.3806080945799
2738,2010-11-19,2012.5875818316551
2739,2010-11-22,2009.5189770137165
2740,2010-11-23,1980.894090335068
2741,2010-11-24,2010.5635364995092
2742,2010-11-26,1996.027931632293
2743,2010-11-29,1993.8339543865968
2744,2010-11-30,1981.839421144549
2745,2010-12-01,2024.9693628829082
2746,2010-12-02,2050.963143102469
2747,2010-12-03,2056.3972508617435
2748,2010-12-06,2053.8049271663313
2749,2010-12-07,2054.889148399848
2750,2010-12-08,2063.0267523169296
2751,2010-12-09,2071.119166049875
2752,2010-12-10,2083.566294758204
2753,2010-12-13,2083.9987852087083
2754,2010-12-14,2085.9301427434575
2755,2010-12-15,2075.2898677754492
2756,2010-12-16,2088.1901045372942
2757,2010-12-17,2089.9479431330124
2758,2010-12-20,2095.324526817902
2759,2010-12-21,2108.2644395276657
2760,2010-12-22,2115.694434726841
2761,2010-12-23,2112.3731091520963
2762,2010-12-27,2113.666076874518
2763,2010-12-28,2115.3223918542553
2764,2010-12-29,2117.834138164364
2765,2010-12-30,2114.6964169833113
2766,2010-12-31,2114.288519204854
2767,2011-01-03,2138.3001690075157
2768,2011-01-04,2135.525283179196
2769,2011-01-05,2146.496337941782
2770,2011-01-06,2142.757172205971
2771,2011-01-07,2138.806534654226
2772,2011-01-10,2135.863668477916
2773,2011-01-11,2143.819011165231
2774,2011-01-12,2163.35512726074
2775,2011-01-13,2159.660007172752
2776,2011-01-14,2175.6826857597225
2777,2011-01-18,2178.7196932175407
2778,2011-01-19,2156.973811199757
2779,2011-01-20,2154.182251806953
2780,2011-01-21,2159.4298031252124
2781,2011-01-24,2172.0309399255384
2782,2011-01-25,2172.67351526057
2783,2011-01-26,2181.9241379754653
2784,2011-01-27,2186.9288839092796
2785,2011-01-28,2147.9462466772484
2786,2011-01-31,2164.4005202083836
2787,2011-02-01,2200.541500155157
